Entry Number ,Region ,Seeker,Supplier,Paltform Model,Platform  Type,Year of Interest ,Year of Order,Year of First Delivery,"Year of  Identification, Completion, or Cancellation",Status,Source 1,Source 2,Source 3,Comments
517,Africa,Burundi,United States,RQ-11 Raven,UAV,,,,2021.0,Yes,CSD Drone Databook,BBC,,
518,Africa,Cameroon,Israel,Orbiter-3,UAV,,,,2018.0,Additional Sources Required,Military Africa,Times Aerospace,,Cannot find any evidence corroborating Times Aerospace 
519,Africa,Cameroon,Slovenia,Bramor C4EYE,UAV,,,,2021.0,Yes,Africa Intelligence,Military Africa,,
520,North America,Canada,United States,Silver Fox,UAV,,,,2004.0,Yes,CSD Drone Databook,AF Technology,,"From CSD: ""Inactive in 2006"""
521,North America,Canada,United States,ScanEagle,UAV,,,,2008.0,Yes,CSD Drone Databook,Canadian Army Today,,"From CSD: ""Leased from 2008–2014"""
522,North America,Canada,United States,RQ-11B Raven,UAV,,,,2014.0,Yes,CSD Drone Databook,,,"From CSD: ""CU173"""
523,North America,Canada,United States,RQ-20B Puma II AE,UAV,,,,2018.0,Yes,CSD Drone Databook,AeroVironment,,
524,North America,Canada,United States,MQ-1 Predator,Armed UAV,2011.0,,,,Interest,National Post,,,
525,North America,Canada,United States,MQ-4C Triton,UAV,2019.0,,,,Interest,SAR 2019,,,
526,South America,Colombia,United States,AutoCopter,UAV,,,,2005.0,Yes,CSD Drone Databook,,,"From CSD: ""Inactive in 2014"""
527,South America,Colombia,United States,Silver Fox,UAV,,,,2006.0,Yes,CSD Drone Databook,,,
528,South America,Colombia,United States,RQ-11B Raven,UAV,,,,2013.0,Yes,CSD Drone Databook,,,
529,South America,Colombia,Israel,SpyLite,UAV,,,2015.0,2019.0,Yes,BlueBird,Army Recognition,,Army Recognition reports SpyLite systems have been in use since 2015
530,South America,Costa Rica,United States,RQ-11B Raven,UAV,,,,2021.0,Yes,The Tico Times ,,,
531,Europe,Croatia,Israel,Skylark,UAV,,,,2007.0,Yes,CSD Drone Databook,RTS,,Seen in military parade in 2015
532,Europe,Czechia,United States,RQ-11B Raven,UAV,,,,2009.0,Yes,CSD Drone Databook,Czech Military Review,,
533,Europe,Czechia,United States,Wasp III,UAV,,,,2015.0,Yes,UAS Vision,CZ Defence,Czech Military Review,
534,Europe,Czechia,United States,RQ-20B Puma III AE,UAV,,,,2018.0,Yes,Czech Military Review,,,
535,Europe,Denmark,United States,RQ-11 Raven,UAV,,,,2008.0,Yes,CSD Drone Databook,US Army Document,,"From CSD: ""Inactive in 2012"""
536,Europe,Denmark,United States,RQ-20A Puma,UAV,,,,2012.0,Yes,CSD Drone Databook,Flight Global,,
537,South America,Ecuador,United States,RQ-11B Raven,UAV,,,,2023.0,Yes,InfoDefensa,Army Recognition,,
538,Central,Egypt,UAE,Al-Saber,UAV,,,,2020.0,Yes,Oryx,,,"From Oryx: ""Another development came through the acquisition of al-Saber UAVs (UAE-built Schiebel Camcopter S-100s) by the Egyptian navy. At least three of these rotorcraft UAVs were seen on the deck of one of Egypt's two Mistral-class landing helicopter docks (LHDs) in 2020."" "
539,Central,Egypt,UAE,Yabhon Flash-20,Armed UAV,,,,2021.0,Yes,Oryx,,,Locally produced as EJUNE-30 SW based on Emirati design; revealed in 2021. 
540,Central,Egypt,Turkey,ANKA,UAV,2011.0,,,,No,Oryx,Forbes,Oryx,"From Forbes: ""None were ultimately delivered, most likely due to the coup and Turkey’s strong condemnation of Sisi."""
541,Central,Egypt,Belarus,Unnamed System,UAV,2020.0,,,,Interest,Oryx,Defense Web,Belta ,The contract is believed to cover an initial batch of UAVs ahead of local production; no new reporting on production line or drone delivery since initial story in winter 2020. 
542,Central,Egypt,Italy,Falco Xplorer,UAV,2021.0,,,,Interest,Oryx,Shepard Media,,"Egypt is believed to be interested in the Falco Xplorer ISR platform, in keeping with its strong defense business relationship with Italy. Reporting suggests interest in the unarmed configuration, but Falco Xplorer can also be armed"
543,Central,Egypt,China,Wing Loong-II,Armed UAV,,,,,Additional Sources Required,Military Africa,Twitter,Oryx,"From Oryx: ""In the years following their acquisition, follow-up orders for large numbers of improved Wing Loong IDs (which are fitted with four hardpoints), Wing Loong IIs and CH-5s has frequently been reported. However, neither of these types has so far been sighted in Egypt, and these reports should be treated with caution until any evidence becomes available.""
 "
544,Europe,Estonia,United States,RQ-20B Puma,UAV,,,,2019.0,Yes,CSD Drone Databook,,,
545,Africa,Ethiopia,United States,RQ-11 Raven,UAV,,,,2015.0,Yes,Flittle Disclosure,,,
546,Africa,Ethiopia,China,CH-4,Armed UAV,,,,2015.0,Additional Sources Required,Al Jazeera,Military Africa,,Reports are widespread but remain unconfirmed
547,Africa,Ethiopia,Israel,Aerostar,UAV,,,,2020.0,Yes,Oryx,Military Africa,,
548,Africa,Ethiopia,Iran,Mohajer-6 ,Armed UAV,,,,2021.0,Yes,USIP,Military Africa,Oryx,
549,Africa,Ethiopia,Turkey,ANKA-S,Armed UAV,,,,2021.0,Additional Sources Required,Military Africa,,,Reports that ANKA's were delivered with TB-2's in 2021
550,Europe,Finland,Turkey,Bayraktar TB-2,Armed UAV,2022.0,,,,Interest,Financial Times,,,
551,Europe,France,Israel,Skylark I,UAV,,,,2008.0,Yes,DIMSE,Flight Global,CSD Drone Databook,
552,Europe,France,Israel,Skylark I-LE,UAV,,,,2010.0,Yes,CSD Drone Databook,,,
553,Europe,Germany,Israel,Heron-TP,Armed UAV,2016.0,,,2017.0,No,Haaretz,Bulgarian Military,,
554,South America,Guatemala,Mexico, S-45 Baalam ,UAV,,,,2021.0,Yes,Hydra,UAS Weekly,,
555,Europe,Hungary,Israel,Skylark I-LE,UAV,,,,2009.0,Yes,CSD Drone Databook,RTS,,
556,Europe,Hungary,Israel,Skylark I-LEX,UAV,,,,2023.0,Yes,Hungarian Ministry of Defence,,,
557,Europe,Hungary,Israel,Skylark III,UAV,,,2022.0,2023.0,Yes,Hungarian News,Hungarian Ministry of Defence,,
558,Europe,Hungary,Turkey,Bayraktar TB-2,Armed UAV,2021.0,,,,Interest,ProPublica,Index.Hu,Railly News,Preprocurment testing; All Turkish systems  being considered
559,Europe,Hungary,Turkey,Vestel Karayel-SU,Armed UAV,2021.0,,,,Interest,Railly News,,,
560,Indo-Pacific,India,Israel,Heron-TP,Armed UAV,2012.0,,,2012.0,No,Economic Times,,,"Proposal made by Indian armed forces, but did not get political backing from UPA-2. Eventually able to order Heron-TP's in 2015"
561,Indo-Pacific,Indonesia,Israel,Aerostar,UAV,,,,2013.0,Yes,CSD Drone Databook,DIMSE,,
562,Indo-Pacific,Indonesia,Turkey,Akinci,Armed UAV,2022.0,,,,Interest,Janes,,,
563,Indo-Pacific,Indonesia,Turkey,Bayraktar TB-2,Armed UAV,2022.0,,,,Interest,Janes,,,
564,Indo-Pacific,Indonesia,United States,MQ-1C Gray Eagle,Armed UAV,2020.0,,,,Interest,Politico,,,"In 2020/2021, Indonesia requested armed MQ-1C Gray Eagle drones from the United States. No news has come out since, so it appears the Biden administration did not go through with the sale"
565,Central,Iraq,Iran,Ababil-3,UAV,,,,2009.0,Yes,Oryx,The New York Times,,The United States shot down system in 2009 
566,Central,Iraq,Iran,Mohajem-92,UAV,,,,,Yes,Oryx,,,Unveiled in 2015
567,Central,Iraq (PMF),Iran,Yasir,UAV,,,,2014.0,Yes,Oryx,USIP,,Yasir is Iran's variant of American ScanEagle UAV
568,Central,Iraq (PMF),Iran,Ababil-3,UAV,,,,2015.0,Yes,USIP,,,Similar to Ababil-3; seen flying in March 2015
569,Central,Iraq (PMF),Iran,Oghab-1,UAV,,,,2015.0,Yes,Oryx,USIP,,
570,Central,Iraq (PMF),Iran,Murad-5,Loitering Munition,,,,2020.0,Yes,Oryx,,,
571,Central,Iraq (PMF),Iran,Shahed-131,Loitering Munition,,,,2021.0,Yes,Oryx,,,
572,Europe,Ireland,Israel,Orbiter 1,UAV,,,,2007.0,Yes,CSD Drone Databook,Irish Independent,,"From CSD: ""Upgraded to Orbter 2B in 2016"""
573,Europe,Ireland,Israel,Orbiter 2B,UAV,,,,2016.0,Yes,CSD Drone Databook,Irish Times,,"From CSD: ""Upgraded from Orbiter 1 in 2016"""
574,Europe,Italy,United States,RQ-11A Raven,UAV,,,,2007.0,Yes,Droni Militari 2018,,,
575,Europe,Italy,United States,RQ-11B Raven,UAV,,,,2008.0,Yes,Droni Militari 2018,,,
576,Europe,Italy,Slovenia,Bramor C4EYE,UAV,,,,2014.0,Yes,Droni Militari 2018,,,
577,Europe,Italy,Turkey,Bayraktar TB-2,Armed UAV,2022.0,,,,Interest,Middle East Eye,,,
578,Indo-Pacific,Japan,United States,MQ-9B SeaGuardian,UAV,,,,2022.0,Yes,Defense News,General Atomics,,
579,Indo-Pacific,Japan,United States,SkyRanger R70,UAV,2023.0,,,,Interest,Overt Defense,,,
580,Central,Jordan,United States,MQ-9 Predator,Armed UAV,,,,2015.0,No,FP,,,Obama administration rejected General Atomics to market MQ-9 Predators to Jordan
581,Central,Kazakhstan,Russia,Irkut-10,UAV,,,2009.0,2012.0,Yes,SUAS News,SIPRI Working Paper,,"From SIPRI Working Paper: ""Kazakhstan has also bought Russian reconnaissance unmanned aerial vehicles (UAVs) from Irkut corporation. These include one Irkut-2M and 12 Irkut-10 systems."" Citing article dated 2012"
582,Central,Kazakhstan,Russia,Irkut-2M,UAV,,,,2012.0,Yes,SUAS News,SIPRI Working Paper,,"From SIPRI Working Paper: ""Kazakhstan has also bought Russian reconnaissance unmanned aerial vehicles (UAVs) from Irkut corporation. These include one Irkut-2M and 12 Irkut-10 systems."" Citing article dated 2012"
583,Central,Kazakhstan,Israel,Skylark I-LEX,UAV,,,,2014.0,Yes,CSD Drone Databook,Oryx,Israel Defense,Indigenous production facility for SkyLark I-LEX established in 2021
584,Central,Kazakhstan,Russia,Orlan-10,UAV,,,,2015.0,Yes,CSD Drone Databook,,,
585,Central,Kazakhstan,Russia,Orlan-10E,UAV,,,,2021.0,Yes,Oryx,AF Technology,,
586,Central,Kazakhstan,United States,RQ-11 Raven,UAV,,,,2022.0,Yes,Twitter,Shepard Media,,
587,Central,Kazakhstan,Russia,Irkut-1A,UAV,2012.0,,,,Interest,SUAS News,,,
588,Central,Kazakhstan,Russia,Irkut-3,UAV,2012.0,,,,Interest,SUAS News,SIPRI Working Paper,,From SIPRI Working Paper: Discussions are also underway to also purchase an unspecified number of Irkut-3 UAVs. 
589,Africa,Kenya,United States,RQ-11 Raven,UAV,,,,2012.0,Yes,Flittle Disclosure,,,
590,Europe,Kosovo,United States,RQ-20 Puma,UAV,,,,2020.0,Yes,21st TSC ,,,Operated by U.S. forces as part of Kosovo Force 28
591,Central,Kyrgyzstan,China,WJ-100,UAV,,,,2021.0,Yes,Oryx,China Arms ,,
592,Central,Lebanon,United States,RQ-11 Raven,UAV,,,,2009.0,Yes,CSD Drone Databook,US Army Document,Flittle Disclosure,
593,Central,Lebanon (Hezbollah),Iran,Ayoub,UAV,,,,2012.0,Yes,USIP,Al Jazeera,Alma ,USIP reports similarity to Shahed-129
594,Africa,Libya,Italy,Falco,UAV,2009.0,,,,Interest,FlightGlobal,Defense Web,,"From FlightGlobal: ""The proposed deal with Libya is expected to be negotiated in detail once the Italian parliament has ratified an agreement with the North African country. An agreement would involve a yet-to-be determined degree of local production, and orders for possibly up to 50 Falcons to patrol Libya's southern border."""
595,Africa,Libya (GNC),Turkey,Bayraktar Mini ,UAV,,,,2020.0,Yes,Oryx,,,
596,Africa,Libya (LNA),Iran,Mohajer-2,UAV,,,,2017.0,Yes,Oryx,,,
597,Africa,Libya (LNA),China,Wing Loong-II,Armed UAV,,,,2019.0,Yes,Air Power Asia,All Source,,Shot down in August  2019
598,Africa,Libya (LNA),Iran,Ababil-2,UAV,,,,2020.0,Yes,Oryx,,,
599,Europe,Lithuania,United States,RQ-11 Raven,UAV,,,,2015.0,Yes,Flittie Disclosure,,,
600,Europe,Lithuania,United States,Switchblade 300,Loitering Munition,2022.0,,,,Interest,Defense News,,,"From Defense News: ""Meanwhile, the Lithuanian military may also acquire Switchblade 300 drones from the U.S. “in the near future,” according to the ministry. Vilnius hopes Washington will finance that possible purchase as part of military assistance to European allies, the statement said."""
601,Europe,Luxembourg,United States,RQ-11 Raven,UAV,,,2016.0,2017.0,Yes,CSD Drone Databook,Oryx,Twitter,Woman pictured holding Raven UAV
602,Europe,Luxembourg,Latvia,Atlas Pro,UAV,,,,2022.0,Yes,Oryx,,,
603,Europe,Luxembourg,United States,RQ-20 Puma,UAV,,,,2022.0,Yes,Oryx,,,
604,Europe,Malta,Israel,Heron,UAV,,,,2021.0,Yes,Aviation Direct,Scramble,,"Contracted by European Agency for the Protection of External Borders (FRONTEX), operated by IAI for maritime aerial surveillance services in Malta. Image shows Heron configured with Maltese markings"
605,North America,Mexico,Israel,Orbiter 2,UAV,,,,2010.0,Yes,CSD Drone Databook,CNN,,Reported crash in 2010
606,Africa,Morocco,China,Wing Loong-I,Armed UAV,,,,2020.0,Yes,Oryx,,,Gifted to Morocco by UAE 
607,Africa,Morocco,France,Delair DT-26,UAV,,,,2021.0,Yes,Africa Intelligence,Times Aerospace,,
608,Africa,Morocco,Israel,Hermes-900,UAV,,,,2021.0,Yes,Oryx,The Intercept,Defense News,
609,Africa,Morocco,United States,MQ-1A Predator,UAV,2021.0,,,,Additional Sources Required,Oryx,,,
610,Africa,Mozambique,China,Unnamed System,Armed UAV,2023.0,,,,Interest,Africa Intelligence,,,
611,Africa,Mozambique,Turkey,Bayraktar TB-2,Armed UAV,2023.0,,,,Interest,Nordic Monitor,,,
612,Indo-Pacific,Myanmar,China,Sky-02A,UAV,,,,2013.0,Yes,Malaysia Flying Herald,The Diplomat,,
613,Indo-Pacific,Myanmar,Israel,Skylark I-LEX,UAV,,,,2015.0,Yes,Asian Military Review,Seasia,,
614,Europe,Netherlands,United States,RQ-11B Raven,UAV,,,,2008.0,Yes,CSD Drone Databook,AeroVironment,Business Wire,Upgrade by AeroVironment in 2016
615,Europe,Netherlands,United States,RQ-11B Raven,UAV,,,,2016.0,Yes,Business Wire,,,Upgrade by AeroVironment in 2016
616,Indo-Pacific,New Zealand,United States,Black Hornet,UAV,,,,2022.0,Yes,CSD Drone Databook,Overt Defense,,
617,Indo-Pacific,New Zealand,United States,RQ-20 Puma,UAV,,,,2022.0,Yes,Australian Defense Magazine ,,,
618,Indo-Pacific,New Zealand,Australia,Drone40,Loitering Munition,2023.0,,,,Interest,Otago Daily Times,,,
619,Indo-Pacific,New Zealand,United States,MQ-4C Triton,UAV,2019.0,,,,Interest,SAR 2019,,,
620,Africa,Nigeria,Portugal,AR3 Net Ray,UAV,,,,2020.0,Yes,defenceweb,Military Africa,,
621,Africa,Nigeria,South Korea,RemoEye-006,UAV,,,,2020.0,Yes,Defense Web,Twitter,,
622,Africa,Nigeria,China,Blowfish  A3,UAV,,,,2023.0,Yes,Military Africa,Twitter,,
623,Indo-Pacific,North Korea,China,Sky-09P,UAV,,,,2014.0,Yes,CSD Drone Databook ,Asian Military Review,Defence Talk,Seen in 2014 in South Korean Airspace (via Atlas News)
624,Indo-Pacific,North Korea,China,UV-10CAM,UAV,,,,2014.0,Yes,CSD Drone Databook ,Oryx,China Bystander,May be NK-produced UAV of Sky-09P design 
625,Europe,North Macedonia,Israel,Hermes-450,UAV,,,,2013.0,Yes,Photo,RTS,,
626,Europe,North Macedonia,United States,RQ-11 Raven,UAV,,,,2017.0,Yes,CSD Drone Databook,U.S. Army,,
627,Europe,North Macedonia,Turkey,Bayraktar TB-2,Armed UAV,2023.0,,,,Interest,Expat Guide Turkey,,,
628,Europe,Norway,United States,RQ-11B Raven,UAV,,,,2011.0,Yes,UAS Norway,sUAS News,,"AeroVironment generally identifies Norway as buyer of Raven systems, though no specific details of purchase can be identified"
629,Central,Pakistan,United States,MQ-1 Predator,Armed UAV,2009.0,,,2009.0,No,UPI,Foreign Affairs,Pakistan Military Review,
630,Central,Pakistan,United States,MQ-1 Predator,Armed UAV,2013.0,,,2013.0,No,Foreign Affairs,Pakistan Military Review,,
631,Central,Palestine (Hamas),Iran,Ababil A1B,Armed UAV,,,,2014.0,Yes,USIP,Aviationist,,
632,Central,Palestine (Hamas),Iran,Ababil-2T,Loitering Munition,,,,2021.0,Yes,Oryx,,,USIP refers to a Shehab
633,Central,Palestine (Hamas),Iran,Jenin,Loitering Munition,,,,2022.0,Yes,Oryx,Oryx,,Same loitering munition as the Jenin used by PIJ 
634,Central,Palestine (Palestinian Islamic Jihad),Iran,Ababil-2T,Loitering Munition,,,,,Yes,Oryx,,,
635,Central,Palestine (Palestinian Islamic Jihad),Iran,Jenin,Loitering Munition,,,,,Yes,Oryx,,,
636,Central,Palestine (Palestinian Islamic Jihad),Iran,Unnamed System,UAV,,,,,Yes,Oryx,,,
637,Indo-Pacific,Philippines,United States,RQ-11B Raven,UAV,,,,2017.0,Yes,CSD Drone Databook,Flittie Disclosure,,
638,Europe,Poland,Israel,Hermes-450,UAV,2023.0,,,,Interest,Oryx,,,Watchkeeper X export version; Rumored to be contender for Gryft program
639,Europe,Poland,Turkey,Akinci,Armed UAV,2023.0,,,,Interest,Oryx,,,Favorite for Zefir program for MALE UCAVs
640,Europe,Romania,United States,RQ-11 Raven,UAV,,,2014.0,2015.0,Yes,CSD Drone Databook,Flittie Disclosure,,
641,Europe,Russia,Israel,Heron I,UAV,,,,2010.0,No,Defense Update,Haaretz,CNAS,"From Defense Update: ""However, Israel’s MOD denied the transfer of the larger, more sophisticated Heron I drone Moscow also needed."""
642,Europe,Russia,Iran,Shahed-131,Loitering Munition,,,,2022.0,Yes,Oryx,RUSI,,Russian designation Geran-1; RUSI reports first sightings in September 2022
643,Europe,Russia,UAE,Yabhon United-40,Armed UAV,2013.0,,,,Interest,AF Technology,Defense Update,,
644,Africa,Rwanda ,Turkey,Bayraktar TB-2,Armed UAV,,,,2021.0,Yes,Oryx,Kampala Post,,Oryx reports 2022
645,Central,Saudi Arabia,Turkey,ANKA,UAV,2013.0,,,,Interest,Defense News,,,
646,Europe,Serbia,Israel,Orbiter 1,UAV,,,,2008.0,Yes,UNROCA,RUSI,RTS,
647,Europe,Serbia,Iran,Unnamed System,UAV,2022.0,,,,Interest,C4ISR,Forbes,,"Important to note that Serbia denies it is interested in Iranian drones. Via Forbes: ""Serbia already possesses significant capabilities “to cater to its own needs” and “there is really little Iran could possibly provide it with in terms of either finished UAV products or in know-how.”"
648,Europe,Serbia,Turkey,Bayraktar TB-2,Armed UAV,2022.0,,,,Interest,C4ISR,Oryx,The Defense Post,
649,Europe,Slovakia ,Israel,MicroFalcon ,UAV,,,,2017.0,Yes,UNROCA,Arms Trade Treaty Reporting Template,,
650,Europe,Slovakia ,Israel,MicroFalcon ,UAV,,,,2018.0,Yes,UNROCA,Israel Defense,Press Release,Came as part of sensor upgrade to armored ISR vehicles
651,Africa,Somalia ,Turkey,Bayraktar TB-2,Armed UAV,,,,2021.0,Yes,SCF,Middle East Eye,ProPublica,
652,Europe,Spain,United States,RQ-12A Wasp AE,UAV,,,,2012.0,Yes,CSD Drone Databook,ECD,,
653,Europe,Spain,United States,ScanEagle,UAV,,,,2015.0,Yes,CSD Drone Databook,Ministry of Defense,,
654,Europe,Spain,Denmark,Huggin X1,UAV,,,,2016.0,Yes,InfoDron,ABC Blogs,,
655,Europe,Spain,United States,Black Hornet,UAV,,,,2016.0,Yes,CSD Drone Databook,,,
656,Africa,Sudan,Iran,Mohajer-2,UAV,,,,2008.0,Additional Sources Required,MilitaryAfrica,,,
657,Africa,Sudan,Iran,Ababil-2,UAV,,,,2011.0,Additional Sources Required,Military Africa,,,
658,Africa,Sudan,Iran,Mohajer-4,UAV,,,,2011.0,Additional Sources Required,MilitaryAfrica,,,
659,Africa,Sudan,Iran,Mohajer-6,Armed UAV,,,,2016.0,Additional Sources Required,MilitaryAfrica,Bloomberg,,Bloomberg article reports Mohajer-6 drones delivered in January 2024 [beyond scope of dataset]
660,Europe,Sweden,Israel,Skylark I-LE,UAV,,,,2007.0,Yes,CSD Drone Databook,Försvarsmakten,DIMSE,"From CSD: ""Referred to as ""Falcon""; Retired 2015"""
661,Central,Syria,Iran,Mohajer-4,UAV,,,,2012.0,Yes,Alma,WIRED,,"From Alma: Syrian Army purchased 4 UAVs of this model. 
Via Wired: spotted via satellite in 2012"
662,Central,Syria,Russia,Forpost,UAV,,,,2013.0,Yes,Russian Source,The Intercept,,
663,Central,Syria,Russia,Eleron-3SV,UAV,,,,2015.0,Yes,Oryx,,,
664,Central,Syria,Russia,Orlan-10E,UAV,,,,2015.0,Yes,Oryx,,,
665,Central,Syria,Russia,Granat-4,UAV,,,,2017.0,Yes,Russian Source,Twitter,,Found Destroyed in Palmyra Region of Syria in 2017
666,Central,Tajikisatan ,United States,RQ-11 Raven,UAV,,,,2022.0,Yes,Oryx,,,"From Oryx: ""Previously, the U.S. ambassador to Tajikistan, John Mark Pommersheim, stated at a press conference that the United States would provide Puma reconnaissance UAVs to the Tajik border guards"""
667,Indo-Pacific,Thailand,United States,RQ-11 Raven,UAV,,,,2010.0,Yes,Oryx,,,
668,Africa,Tunisia,United States,ScanEagle,UAV,,,,2012.0,Yes,CSD Drone Databook,,,
669,Central,Turkmenistan,Israel,Orbiter-2B,UAV,,,,2010.0,Yes,Oryx,,,"Oryx reports acquisition in ""early 2010s"""
670,Central,Turkmenistan,Israel,Skylark,UAV,,,,2010.0,Yes,Oryx,Oryx,,"Oryx reports acquisition in ""early 2010s"""
671,Central,Turkmenistan,Belarus,"Busel M40 ""Calm Sky""",UAV,,,,2013.0,Yes,Oryx,Oryx,,"From Oryx: ""License-produced in Turkmenistan"""
672,Central,Turkmenistan,Belarus,Busel MB2,Armed UAV,,,,2013.0,Yes,Oryx,Oryx,,"From Oryx ""Armed with F1 grenades and PTAB-2.5 and PFAB-05 small bombs; liscensed production in Turkmenistan"""
673,Central,Turkmenistan,Belarus,"Busel M ""Calm Sky""",UAV,,,,2015.0,Yes,Oryx,Oryx,,
674,Central,Turkmenistan,Israel,Orbiter 3,UAV,,,,2017.0,Yes,CSD Drone Databook,,,
675,Central,Turkmenistan,Belarus,Busel MB1,Loitering Munition,,,,2022.0,Additional Sources Required,Oryx,,,
676,Europe,Ukraine,Belgium ,Sky-Hero Loki MKII,UAV,,,,2022.0,Yes,Oryx,,,
677,Europe,Ukraine,Denmark,RQ-35 Heidrun,UAV,,,,2022.0,Yes,Oryx,,,
678,Europe,Ukraine,Germany,RQ-35 Heidrun,UAV,,,,2022.0,Yes,Oryx,,,"From Oryx: ""Supplied secondhand"""
679,Europe,Ukraine,Germany,Unnamed System,UAV,,,,2022.0,Yes,Oryx,,,
680,Europe,Ukraine,Germany,Vectors,UAV,,,,2022.0,Yes,Oryx,,,
681,Europe,Ukraine,Netherlands,Unnamed System,UAV,,,,2022.0,Yes,Oryx,,,
682,Europe,Ukraine,Poland,FlyEye,UAV,,,,2022.0,Yes,Oryx,,,
683,Europe,Ukraine,Portugal,AR3 Net Ray,UAV,,,,2022.0,Yes,Oryx,,,
684,Europe,Ukraine,Portugal,Unnamed System,UAV,,,,2022.0,Yes,Oryx,,,
685,Europe,Ukraine,Turkey,Bayraktar Mini ,UAV,,,,2022.0,Yes,Oryx,,,
686,Europe,Ukraine,United Kingdom/ Norway,Black Hornet,UAV,,,,2022.0,Yes,Oryx,,,
687,Europe,Ukraine,United States,Golden Eagle,UAV,,,,2022.0,Yes,Popular Mechanics,,,
688,Europe,Ukraine,United States,Quantix Recon,UAV,,,,2022.0,Yes,Oryx,,,
689,Europe,Ukraine,Australia,Corvo Precision Payload Delivery System ,Loitering Munition,,,,2023.0,Yes,Business Insider,,,
690,Europe,Ukraine,Estonia,Unnamed System,UAV,,,,2023.0,Yes,Oryx,,,
691,Europe,Ukraine,Netherlands,DeltaQuad Pro ,UAV,,,,2023.0,Yes,Oryx,,,
692,Europe,Ukraine,Portugal,Unnamed System,UAV,,,,2023.0,Yes,Oryx,,,
693,Europe,Ukraine,Turkey,Bayraktar TB-2,Armed UAV,,,,2023.0,Yes,SIPRI,,,"SIPRI Comments: ""Donated by producer"""
694,Europe,Ukraine,United Kingdom,Unnamed System,UAV,,,,2023.0,Yes,Oryx,,,
695,Central,United Arab Emirates,Austria,Camcopter S-100,UAV,,,2005.0,2006.0,Yes,CSD Drone Databook ,Flight Global,,
696,Central,United Arab Emirates,United States,MQ-9B SkyGuardian ,UAV,,,,2021.0,No,Breaking Defense,,,"From Breaking Defense: ""The UAE decided last December to withdraw its letter of offer acceptance after the Biden administration froze an agreement, cleared by the Trump administration in its last few weeks in office, for the sale of F-35 fifth generation fighters, along with a significant number of precision strike weapons plus 18 MQ-9B aircrafts [sic]. The $23-billion package was halted while the Biden administration pushed the UAE to abandon the use of Chinese firm Huawei’s 5G communications network."""
697,Europe,United Kingdom,United States,MQ-4C Triton,UAV,2019.0,,,,Interest,SAR 2019,,,
698,South America,Uruguay,Israel,Skylark I-LE,UAV,2015.0,,,,Interest,Flight Global,,,
699,Central,Uzbekistan,United States,RQ-11B DDL Raven,UAV,,,,2019.0,Yes,DVIDS,,,
700,Central,Uzbekistan,Russia,ZALA 421-16E,UAV,,,,2021.0,Yes,Oryx,KUN.UZ,,
701,Central,Uzbekistan,Israel,SkyStriker,Loitering Munition,,,,2023.0,Yes,Oryx,,,
702,South America,Venezuela,Iran,Mohajer-2N,UAV,,,,2021.0,Yes,Oryx,,,
703,South America,Venezuela,Iran,Shahin,UAV,,,,2023.0,Yes,Oryx,,,
704,South America,Venezuela,Iran,Yazdan,UAV,,,,2023.0,Yes,Oryx,Oryx,,
705,Indo-Pacific,Vietnam,Israel,Orbiter 2,UAV,,,,2014.0,Yes,SIPRI,,,
706,Indo-Pacific,Vietnam,Israel,Orbiter 2,UAV,2015.0,,,,Interest,Flight Global,,,Desire to acquire more 
707,Indo-Pacific,Vietnam,Israel,Orbiter 3,UAV,2015.0,,,,Interest,Flight Global,,,
708,Central,Yemen,United States,MQ-1 Predator,Armed UAV,2013.0,,,,Interest,Reuters,The Hill,,"No specific system mentioned, but referenced U.S. strikes in region, reasonable to assume interest was in similar capability"
709,Central,Yemen (Houthi),Iran,Ababil-2T,Loitering Munition,,,2017.0,2019.0,Yes,Oryx,Alma,,Oryx reports two different models of Ababil-2T; 2021 Houthi attack on Abha airbase in KSA believed to be done with Ababil 
710,Central,Yemen (Houthi),Iran,Samad-1,UAV,,,,2019.0,Yes,Oryx,,,
711,Central,Yemen (Houthi),Iran,Samad-2,Loitering Munition,,,,2019.0,Yes,Oryx,Oryx,,
712,Central,Yemen (Houthi),Iran,Samad-3,Loitering Munition,,,,2019.0,Yes,Oryx,,,
713,Central,Yemen (Houthi),Iran,Khatif-1,Loitering Munition,,,,2021.0,Yes,Oryx,Oryx,,
714,Central,Yemen (Houthi),Iran,Mirsad 1,UAV,,,,2021.0,Yes,Oryx,,,
715,Central,Yemen (Houthi),Iran,Samad-4,Armed UAV,,,,2021.0,Yes,Oryx,,,
716,Central,Yemen (Houthi),Iran,Shahed-136,Loitering Munition,,,,2021.0,Yes,Oryx,,,
717,Central,Yemen (Houthi),Iran,Shihab,Loitering Munition,,,,2021.0,Yes,Oryx,Oryx,,
718,Central,Yemen (Houthi),Iran,Khatif-2,Loitering Munition,,,,2022.0,Yes,Oryx,Oryx,,
719,Central,Yemen (Houthi),Iran,Mirsad 2,UAV,,,,2022.0,Yes,Oryx,,,
720,Africa,Zambia,Israel,Skylark,UAV,,,,2019.0,Yes,CSD Drone Databook,Janes,,
